id;status;total_price;payment_method;payment_reference;customer_details_id
44484;REFUNDED;4.42;IDEAL;jcb;500
44485;COMPLETED;2.10;IDEAL;jcb;528
44486;REFUNDED;2.05;IDEAL;diners-club-enroute;945
44487;COMPLETED;6.22;IDEAL;mastercard;585
44488;PENDING;4.95;IDEAL;visa-electron;187
44489;COMPLETED;1.01;CREDIT_CARD;mastercard;335
44490;COMPLETED;3.21;IDEAL;jcb;494
44491;CANCELLED;8.95;CREDIT_CARD;jcb;49
44492;PAID;1.51;IDEAL;americanexpress;734
44493;COMPLETED;9.31;IDEAL;jcb;627
44494;CANCELLED;9.95;IDEAL;jcb;601
44495;COMPLETED;2.55;CREDIT_CARD;jcb;702
44496;PENDING;8.27;CREDIT_CARD;jcb;718
44497;COMPLETED;6.82;CREDIT_CARD;mastercard;989
44498;COMPLETED;0.55;CREDIT_CARD;maestro;847
44499;REFUNDED;5.47;CREDIT_CARD;maestro;414
44500;CANCELLED;7.17;IDEAL;diners-club-carte-blanche;520
44501;COMPLETED;6.34;CREDIT_CARD;solo;184
44502;PAID;3.90;IDEAL;diners-club-carte-blanche;18
44503;REFUNDED;8.78;CREDIT_CARD;maestro;522
44504;COMPLETED;0.51;IDEAL;maestro;923
44505;PENDING;9.51;CREDIT_CARD;visa-electron;839
44506;COMPLETED;0.42;CREDIT_CARD;jcb;608
44507;REFUNDED;9.68;IDEAL;jcb;459
44508;PENDING;9.20;CREDIT_CARD;maestro;762
44509;COMPLETED;6.96;CREDIT_CARD;jcb;579
44510;PAID;6.37;IDEAL;visa-electron;340
44511;CANCELLED;7.89;CREDIT_CARD;mastercard;950
44512;REFUNDED;3.46;IDEAL;jcb;588
44513;CANCELLED;1.05;IDEAL;jcb;621
44514;COMPLETED;2.34;IDEAL;jcb;929
44515;CANCELLED;0.19;IDEAL;jcb;212
44516;CANCELLED;9.80;IDEAL;diners-club-enroute;959
44517;PAID;0.25;IDEAL;mastercard;221
44518;PAID;1.20;IDEAL;jcb;784
44519;COMPLETED;6.20;CREDIT_CARD;jcb;477
44520;PAID;2.40;IDEAL;visa-electron;831
44521;COMPLETED;4.79;IDEAL;americanexpress;957
44522;REFUNDED;0.12;IDEAL;bankcard;986
44523;CANCELLED;4.99;IDEAL;solo;517
44524;COMPLETED;3.85;IDEAL;americanexpress;810
44525;COMPLETED;1.46;CREDIT_CARD;jcb;386
44526;PAID;8.60;CREDIT_CARD;mastercard;157
44527;PENDING;7.79;IDEAL;diners-club-enroute;79
44528;REFUNDED;8.17;IDEAL;jcb;310
44529;PENDING;6.44;CREDIT_CARD;mastercard;120
44530;COMPLETED;3.56;IDEAL;mastercard;467
44531;REFUNDED;3.14;CREDIT_CARD;switch;557
44532;PAID;2.14;IDEAL;mastercard;18
44533;CANCELLED;7.64;IDEAL;diners-club-carte-blanche;228
44534;COMPLETED;2.08;IDEAL;maestro;978
44535;PENDING;7.22;CREDIT_CARD;visa;196
44536;REFUNDED;3.65;CREDIT_CARD;diners-club-enroute;960
44537;PENDING;7.68;CREDIT_CARD;visa;280
44538;PENDING;9.43;IDEAL;solo;771
44539;CANCELLED;4.51;IDEAL;jcb;779
44540;PAID;4.26;CREDIT_CARD;jcb;288
44541;REFUNDED;5.84;CREDIT_CARD;china-unionpay;917
44542;PAID;3.98;IDEAL;solo;159
44543;PAID;9.98;IDEAL;jcb;46
44544;REFUNDED;9.46;CREDIT_CARD;switch;503
44545;PENDING;2.63;IDEAL;switch;331
44546;COMPLETED;7.72;CREDIT_CARD;jcb;477
44547;COMPLETED;8.61;CREDIT_CARD;maestro;600
44548;PAID;7.99;CREDIT_CARD;americanexpress;708
44549;PAID;2.69;CREDIT_CARD;visa;373
44550;COMPLETED;1.26;CREDIT_CARD;jcb;190
44551;PAID;0.40;CREDIT_CARD;china-unionpay;830
44552;COMPLETED;6.80;CREDIT_CARD;jcb;16
44553;REFUNDED;7.30;CREDIT_CARD;jcb;819
44554;PENDING;7.37;CREDIT_CARD;diners-club-enroute;205
44555;PAID;3.09;IDEAL;jcb;649
44556;REFUNDED;3.48;CREDIT_CARD;visa;46
44557;PAID;4.88;IDEAL;jcb;532
44558;PENDING;2.56;CREDIT_CARD;diners-club-carte-blanche;789
44559;REFUNDED;4.57;CREDIT_CARD;americanexpress;472
44560;CANCELLED;5.35;CREDIT_CARD;jcb;802
44561;PAID;5.48;CREDIT_CARD;jcb;558
44562;COMPLETED;3.58;CREDIT_CARD;diners-club-carte-blanche;42
44563;CANCELLED;9.99;IDEAL;jcb;468
44564;REFUNDED;3.91;CREDIT_CARD;americanexpress;936
44565;CANCELLED;0.39;CREDIT_CARD;jcb;798
44566;REFUNDED;9.69;IDEAL;jcb;418
44567;REFUNDED;0.32;IDEAL;bankcard;337
44568;CANCELLED;1.11;CREDIT_CARD;mastercard;424
44569;CANCELLED;0.95;IDEAL;jcb;263
44570;PAID;6.76;IDEAL;americanexpress;768
44571;REFUNDED;2.67;CREDIT_CARD;solo;674
44572;PENDING;7.54;CREDIT_CARD;bankcard;132
44573;REFUNDED;6.39;IDEAL;jcb;631
44574;COMPLETED;2.03;IDEAL;visa-electron;316
44575;CANCELLED;0.17;IDEAL;mastercard;746
44576;PAID;7.90;CREDIT_CARD;bankcard;510
44577;PAID;9.17;CREDIT_CARD;instapayment;220
44578;PENDING;6.56;IDEAL;jcb;614
44579;CANCELLED;5.13;IDEAL;mastercard;599
44580;PENDING;6.07;CREDIT_CARD;maestro;798
44581;PAID;7.49;CREDIT_CARD;switch;293
44582;CANCELLED;5.82;IDEAL;jcb;235
44583;PENDING;5.18;CREDIT_CARD;diners-club-carte-blanche;489
44584;COMPLETED;9.36;CREDIT_CARD;jcb;112
44585;REFUNDED;9.93;CREDIT_CARD;jcb;954
44586;CANCELLED;4.62;CREDIT_CARD;maestro;253
44587;COMPLETED;4.65;IDEAL;jcb;985
44588;COMPLETED;9.16;CREDIT_CARD;switch;134
44589;CANCELLED;3.58;CREDIT_CARD;visa;836
44590;PAID;2.80;CREDIT_CARD;jcb;178
44591;PAID;7.84;IDEAL;jcb;836
44592;REFUNDED;0.11;CREDIT_CARD;china-unionpay;598
44593;PENDING;2.17;IDEAL;switch;658
44594;PENDING;9.26;IDEAL;bankcard;196
44595;CANCELLED;4.43;IDEAL;jcb;56
44596;PAID;1.18;IDEAL;china-unionpay;537
44597;COMPLETED;6.67;IDEAL;switch;745
44598;PAID;2.42;CREDIT_CARD;jcb;562
44599;PENDING;2.65;IDEAL;diners-club-enroute;739
44600;PAID;3.45;IDEAL;mastercard;484
44601;PAID;1.89;CREDIT_CARD;china-unionpay;838
44602;PAID;4.02;CREDIT_CARD;americanexpress;484
44603;PAID;7.44;IDEAL;diners-club-enroute;598
44604;CANCELLED;1.11;CREDIT_CARD;jcb;513
44605;CANCELLED;9.96;CREDIT_CARD;laser;548
44606;CANCELLED;5.01;IDEAL;diners-club-us-ca;452
44607;PENDING;1.78;IDEAL;americanexpress;685
44608;CANCELLED;2.19;IDEAL;jcb;51
44609;PENDING;0.71;IDEAL;mastercard;855
44610;CANCELLED;8.28;CREDIT_CARD;diners-club-carte-blanche;44
44611;COMPLETED;0.52;IDEAL;jcb;672
44612;REFUNDED;1.56;CREDIT_CARD;maestro;699
44613;CANCELLED;5.32;IDEAL;diners-club-enroute;637
44614;COMPLETED;8.34;IDEAL;jcb;207
44615;REFUNDED;1.98;CREDIT_CARD;china-unionpay;890
44616;PENDING;0.17;IDEAL;bankcard;838
44617;COMPLETED;3.39;IDEAL;visa-electron;128
44618;PAID;0.00;CREDIT_CARD;china-unionpay;759
44619;REFUNDED;2.15;IDEAL;mastercard;346
44620;CANCELLED;1.04;IDEAL;visa-electron;636
44621;COMPLETED;8.19;IDEAL;maestro;6
44622;CANCELLED;1.08;CREDIT_CARD;mastercard;708
44623;COMPLETED;0.01;IDEAL;switch;335
44624;PENDING;4.68;CREDIT_CARD;jcb;580
44625;COMPLETED;4.73;CREDIT_CARD;jcb;388
44626;CANCELLED;0.79;CREDIT_CARD;diners-club-us-ca;80
44627;COMPLETED;6.65;CREDIT_CARD;jcb;474
44628;COMPLETED;5.36;IDEAL;china-unionpay;506
44629;REFUNDED;4.63;CREDIT_CARD;jcb;761
44630;COMPLETED;7.11;IDEAL;diners-club-enroute;724
44631;COMPLETED;5.19;IDEAL;jcb;346
44632;COMPLETED;5.32;CREDIT_CARD;laser;168
44633;REFUNDED;9.58;IDEAL;jcb;163
44634;PENDING;2.46;CREDIT_CARD;jcb;713
44635;PAID;0.71;IDEAL;jcb;722
44636;PENDING;7.14;IDEAL;jcb;636
44637;PAID;7.57;CREDIT_CARD;bankcard;238
44638;PENDING;5.18;CREDIT_CARD;jcb;954
44639;CANCELLED;6.24;CREDIT_CARD;switch;651
44640;PAID;5.10;IDEAL;switch;262
44641;REFUNDED;8.55;IDEAL;bankcard;772
44642;COMPLETED;4.20;IDEAL;americanexpress;450
44643;CANCELLED;2.66;CREDIT_CARD;maestro;604
44644;PAID;2.73;IDEAL;maestro;244
44645;PAID;0.65;IDEAL;jcb;612
44646;PENDING;9.16;IDEAL;diners-club-enroute;383
44647;CANCELLED;6.99;IDEAL;switch;190
44648;COMPLETED;2.48;CREDIT_CARD;diners-club-enroute;542
44649;PENDING;7.03;IDEAL;diners-club-carte-blanche;272
44650;REFUNDED;9.97;CREDIT_CARD;maestro;582
44651;PAID;4.80;CREDIT_CARD;jcb;761
44652;REFUNDED;1.55;IDEAL;maestro;944
44653;PENDING;7.62;CREDIT_CARD;switch;935
44654;PENDING;4.99;IDEAL;maestro;928
44655;PAID;0.85;CREDIT_CARD;china-unionpay;396
44656;REFUNDED;3.39;CREDIT_CARD;bankcard;193
44657;REFUNDED;5.82;CREDIT_CARD;jcb;472
44658;REFUNDED;9.34;CREDIT_CARD;mastercard;33
44659;PENDING;1.31;CREDIT_CARD;jcb;541
44660;COMPLETED;4.86;CREDIT_CARD;instapayment;666
44661;PAID;5.66;IDEAL;jcb;525
44662;COMPLETED;1.16;IDEAL;jcb;493
44663;REFUNDED;8.02;CREDIT_CARD;mastercard;804
44664;CANCELLED;8.69;IDEAL;jcb;266
44665;REFUNDED;8.41;CREDIT_CARD;mastercard;19
44666;REFUNDED;9.03;CREDIT_CARD;jcb;882
44667;REFUNDED;3.86;CREDIT_CARD;americanexpress;493
44668;CANCELLED;4.52;CREDIT_CARD;china-unionpay;5
44669;CANCELLED;5.91;IDEAL;jcb;571
44670;PAID;4.29;CREDIT_CARD;jcb;363
44671;REFUNDED;0.45;CREDIT_CARD;jcb;583
44672;CANCELLED;7.33;CREDIT_CARD;bankcard;36
44673;CANCELLED;3.73;IDEAL;diners-club-carte-blanche;355
44674;CANCELLED;7.69;IDEAL;mastercard;69
44675;REFUNDED;1.46;IDEAL;jcb;54
44676;CANCELLED;3.90;CREDIT_CARD;jcb;34
44677;REFUNDED;7.85;IDEAL;americanexpress;807
44678;COMPLETED;7.64;CREDIT_CARD;mastercard;521
44679;REFUNDED;6.65;IDEAL;jcb;148
44680;CANCELLED;8.60;IDEAL;visa-electron;193
44681;PAID;0.89;IDEAL;maestro;677
44682;CANCELLED;9.99;CREDIT_CARD;china-unionpay;908
44683;CANCELLED;3.99;CREDIT_CARD;maestro;694
44684;PENDING;3.68;IDEAL;jcb;582
44685;PENDING;5.35;IDEAL;jcb;349
44686;COMPLETED;5.30;CREDIT_CARD;maestro;6
44687;CANCELLED;4.78;IDEAL;visa-electron;68
44688;CANCELLED;1.45;IDEAL;switch;84
44689;CANCELLED;4.33;CREDIT_CARD;switch;591
44690;COMPLETED;6.26;IDEAL;china-unionpay;934
44691;PENDING;4.96;IDEAL;laser;687
44692;COMPLETED;6.56;CREDIT_CARD;jcb;597
44693;REFUNDED;3.01;IDEAL;jcb;134
44694;REFUNDED;9.80;IDEAL;mastercard;318
44695;REFUNDED;9.06;CREDIT_CARD;mastercard;223
44696;COMPLETED;0.29;IDEAL;switch;349
44697;CANCELLED;2.15;CREDIT_CARD;bankcard;865
44698;PENDING;5.30;CREDIT_CARD;jcb;448
44699;COMPLETED;4.88;IDEAL;jcb;292
44700;REFUNDED;3.98;IDEAL;jcb;912
44701;PAID;5.89;CREDIT_CARD;jcb;707
44702;PENDING;5.01;IDEAL;jcb;25
44703;CANCELLED;0.01;IDEAL;laser;825
44704;COMPLETED;6.06;CREDIT_CARD;maestro;778
44705;PAID;4.40;CREDIT_CARD;mastercard;754
44706;COMPLETED;3.64;CREDIT_CARD;china-unionpay;209
44707;COMPLETED;9.23;IDEAL;mastercard;226
44708;COMPLETED;1.24;CREDIT_CARD;switch;494
44709;REFUNDED;0.02;IDEAL;diners-club-carte-blanche;203
44710;REFUNDED;9.96;IDEAL;mastercard;25
44711;COMPLETED;3.60;IDEAL;maestro;631
44712;PAID;4.20;IDEAL;jcb;50
44713;CANCELLED;1.63;CREDIT_CARD;americanexpress;848
44714;PAID;4.56;IDEAL;jcb;189
44715;REFUNDED;5.18;IDEAL;jcb;632
44716;REFUNDED;0.09;IDEAL;mastercard;879
44717;COMPLETED;6.11;CREDIT_CARD;maestro;332
44718;PENDING;6.60;CREDIT_CARD;jcb;242
44719;CANCELLED;5.30;IDEAL;jcb;600
44720;PENDING;7.23;IDEAL;china-unionpay;25
44721;COMPLETED;8.63;IDEAL;jcb;68
44722;PENDING;6.75;IDEAL;jcb;407
44723;PAID;7.20;CREDIT_CARD;china-unionpay;141
44724;PAID;8.69;CREDIT_CARD;switch;236
44725;PENDING;0.46;IDEAL;switch;704
44726;PAID;8.95;IDEAL;jcb;652
44727;COMPLETED;4.51;CREDIT_CARD;maestro;789
44728;PAID;8.95;CREDIT_CARD;jcb;31
44729;REFUNDED;1.32;CREDIT_CARD;jcb;810
44730;PENDING;6.56;CREDIT_CARD;laser;421
44731;CANCELLED;4.01;IDEAL;bankcard;23
44732;CANCELLED;6.09;IDEAL;laser;276
44733;REFUNDED;3.26;CREDIT_CARD;china-unionpay;112
44734;COMPLETED;5.45;IDEAL;bankcard;254
44735;PENDING;7.00;IDEAL;jcb;926
44736;REFUNDED;9.05;CREDIT_CARD;jcb;873
44737;COMPLETED;9.77;IDEAL;americanexpress;286
44738;COMPLETED;5.28;IDEAL;switch;380
44739;CANCELLED;9.63;CREDIT_CARD;jcb;300
44740;CANCELLED;8.89;CREDIT_CARD;switch;850
44741;COMPLETED;8.58;IDEAL;diners-club-enroute;799
44742;COMPLETED;0.42;CREDIT_CARD;china-unionpay;768
44743;REFUNDED;7.88;CREDIT_CARD;americanexpress;39
44744;CANCELLED;0.65;CREDIT_CARD;jcb;618
44745;REFUNDED;8.02;IDEAL;jcb;959
44746;CANCELLED;4.87;CREDIT_CARD;visa;483
44747;PAID;8.47;CREDIT_CARD;mastercard;631
44748;COMPLETED;6.18;CREDIT_CARD;diners-club-international;277
44749;COMPLETED;3.11;IDEAL;jcb;149
44750;COMPLETED;5.48;CREDIT_CARD;americanexpress;799
44751;CANCELLED;5.45;IDEAL;maestro;470
44752;COMPLETED;1.62;IDEAL;visa;271
44753;CANCELLED;1.06;IDEAL;jcb;915
44754;REFUNDED;5.62;CREDIT_CARD;jcb;517
44755;CANCELLED;9.18;CREDIT_CARD;diners-club-us-ca;257
44756;REFUNDED;0.27;CREDIT_CARD;jcb;488
44757;PENDING;6.22;CREDIT_CARD;china-unionpay;926
44758;CANCELLED;6.86;CREDIT_CARD;diners-club-us-ca;485
44759;REFUNDED;0.97;CREDIT_CARD;jcb;487
44760;CANCELLED;5.75;CREDIT_CARD;visa;867
44761;PAID;8.20;IDEAL;jcb;46
44762;PENDING;4.72;IDEAL;china-unionpay;75
44763;COMPLETED;8.11;IDEAL;jcb;10
44764;CANCELLED;3.77;CREDIT_CARD;jcb;498
44765;REFUNDED;5.35;CREDIT_CARD;visa-electron;236
44766;PAID;8.66;CREDIT_CARD;solo;653
44767;CANCELLED;1.88;CREDIT_CARD;laser;196
44768;REFUNDED;4.83;CREDIT_CARD;switch;262
44769;COMPLETED;5.49;CREDIT_CARD;jcb;237
44770;COMPLETED;2.04;IDEAL;jcb;62
44771;REFUNDED;6.73;IDEAL;jcb;35
44772;PENDING;3.45;CREDIT_CARD;bankcard;365
44773;REFUNDED;1.94;IDEAL;maestro;111
44774;REFUNDED;9.48;IDEAL;maestro;23
44775;PENDING;2.87;IDEAL;jcb;654
44776;PAID;9.08;CREDIT_CARD;visa-electron;125
44777;COMPLETED;8.94;CREDIT_CARD;maestro;144
44778;COMPLETED;2.59;IDEAL;jcb;448
44779;PENDING;0.85;IDEAL;china-unionpay;372
44780;PAID;8.36;IDEAL;visa;805
44781;REFUNDED;4.92;IDEAL;jcb;962
44782;PENDING;0.90;IDEAL;jcb;709
44783;PENDING;4.31;IDEAL;jcb;338
44784;CANCELLED;0.26;CREDIT_CARD;jcb;291
44785;COMPLETED;7.51;CREDIT_CARD;jcb;646
44786;REFUNDED;7.83;IDEAL;jcb;276
44787;CANCELLED;3.30;IDEAL;jcb;607
44788;PAID;4.73;CREDIT_CARD;jcb;388
44789;COMPLETED;1.72;IDEAL;jcb;417
44790;CANCELLED;7.73;IDEAL;bankcard;524
44791;COMPLETED;8.60;IDEAL;diners-club-us-ca;273
44792;REFUNDED;5.17;IDEAL;switch;510
44793;PENDING;3.73;IDEAL;americanexpress;953
44794;REFUNDED;1.24;IDEAL;maestro;789
44795;CANCELLED;9.69;CREDIT_CARD;china-unionpay;718
44796;COMPLETED;0.55;CREDIT_CARD;jcb;181
44797;PENDING;7.34;IDEAL;jcb;777
44798;PAID;0.34;IDEAL;visa-electron;437
44799;REFUNDED;1.90;IDEAL;jcb;331
44800;PENDING;6.45;CREDIT_CARD;mastercard;970
44801;PENDING;1.16;CREDIT_CARD;maestro;905
44802;PAID;8.06;CREDIT_CARD;jcb;547
44803;PENDING;3.34;CREDIT_CARD;jcb;515
44804;PAID;9.20;IDEAL;jcb;425
44805;REFUNDED;1.02;IDEAL;visa-electron;655
44806;COMPLETED;2.96;CREDIT_CARD;diners-club-enroute;635
44807;CANCELLED;0.83;IDEAL;maestro;548
44808;CANCELLED;0.15;CREDIT_CARD;diners-club-carte-blanche;946
44809;CANCELLED;7.28;IDEAL;visa-electron;17
44810;PENDING;7.25;CREDIT_CARD;mastercard;937
44811;REFUNDED;6.75;CREDIT_CARD;mastercard;526
44812;PAID;7.64;CREDIT_CARD;jcb;348
44813;PAID;7.95;CREDIT_CARD;switch;144
44814;PENDING;5.20;IDEAL;jcb;450
44815;PENDING;3.63;IDEAL;diners-club-enroute;246
44816;PENDING;2.05;CREDIT_CARD;bankcard;315
44817;PENDING;2.65;IDEAL;maestro;209
44818;REFUNDED;1.46;CREDIT_CARD;jcb;809
44819;CANCELLED;3.48;IDEAL;maestro;187
44820;PAID;4.46;IDEAL;jcb;226
44821;PENDING;9.79;CREDIT_CARD;americanexpress;200
44822;PENDING;8.67;IDEAL;jcb;766
44823;PENDING;1.29;IDEAL;jcb;141
44824;PENDING;4.75;CREDIT_CARD;jcb;974
44825;CANCELLED;2.45;CREDIT_CARD;americanexpress;716
44826;COMPLETED;7.55;CREDIT_CARD;jcb;124
44827;CANCELLED;9.02;IDEAL;jcb;25
44828;PENDING;8.25;CREDIT_CARD;diners-club-enroute;145
44829;REFUNDED;3.71;IDEAL;diners-club-carte-blanche;275
44830;REFUNDED;0.70;CREDIT_CARD;jcb;953
44831;PAID;9.92;CREDIT_CARD;visa-electron;262
44832;PENDING;6.42;IDEAL;bankcard;893
44833;PAID;3.97;CREDIT_CARD;mastercard;784
44834;REFUNDED;7.45;CREDIT_CARD;diners-club-international;876
44835;PAID;4.41;CREDIT_CARD;maestro;469
44836;PAID;0.68;CREDIT_CARD;china-unionpay;583
44837;PAID;8.51;IDEAL;jcb;112
44838;COMPLETED;4.83;IDEAL;jcb;112
44839;PAID;8.74;IDEAL;maestro;189
44840;PENDING;9.77;IDEAL;jcb;114
44841;COMPLETED;5.64;IDEAL;jcb;7
44842;PENDING;9.58;IDEAL;maestro;602
44843;PAID;3.24;CREDIT_CARD;maestro;532
44844;CANCELLED;1.16;IDEAL;americanexpress;566
44845;PENDING;0.16;IDEAL;jcb;471
44846;CANCELLED;5.83;IDEAL;jcb;468
44847;REFUNDED;5.15;CREDIT_CARD;switch;344
44848;CANCELLED;9.21;CREDIT_CARD;maestro;500
44849;PENDING;1.95;IDEAL;jcb;941
44850;CANCELLED;5.57;IDEAL;mastercard;922
44851;CANCELLED;4.95;IDEAL;switch;220
44852;COMPLETED;8.28;IDEAL;jcb;851
44853;COMPLETED;5.33;IDEAL;jcb;626
44854;PAID;6.00;IDEAL;mastercard;678
44855;COMPLETED;0.48;IDEAL;maestro;199
44856;CANCELLED;3.12;CREDIT_CARD;jcb;66
44857;PAID;0.45;IDEAL;jcb;74
44858;REFUNDED;8.56;CREDIT_CARD;instapayment;181
44859;CANCELLED;9.91;CREDIT_CARD;diners-club-carte-blanche;205
44860;CANCELLED;8.84;IDEAL;diners-club-enroute;700
44861;COMPLETED;6.74;CREDIT_CARD;jcb;822
44862;CANCELLED;1.65;IDEAL;maestro;387
44863;REFUNDED;6.34;CREDIT_CARD;diners-club-carte-blanche;730
44864;CANCELLED;6.28;IDEAL;jcb;522
44865;PAID;5.28;IDEAL;jcb;576
44866;REFUNDED;1.73;IDEAL;visa;974
44867;PAID;1.70;CREDIT_CARD;diners-club-enroute;666
44868;REFUNDED;5.74;CREDIT_CARD;diners-club-carte-blanche;371
44869;COMPLETED;3.28;CREDIT_CARD;diners-club-us-ca;966
44870;COMPLETED;7.15;CREDIT_CARD;bankcard;192
44871;REFUNDED;4.60;IDEAL;mastercard;19
44872;CANCELLED;8.05;IDEAL;jcb;974
44873;PENDING;0.70;IDEAL;jcb;382
44874;PAID;6.08;IDEAL;mastercard;753
44875;PENDING;9.38;IDEAL;jcb;191
44876;REFUNDED;6.96;IDEAL;jcb;860
44877;CANCELLED;3.62;IDEAL;jcb;846
44878;REFUNDED;8.03;IDEAL;china-unionpay;156
44879;REFUNDED;4.05;IDEAL;jcb;190
44880;REFUNDED;2.33;IDEAL;diners-club-carte-blanche;678
44881;PENDING;7.26;CREDIT_CARD;maestro;135
44882;COMPLETED;1.95;IDEAL;switch;341
44883;CANCELLED;7.90;IDEAL;jcb;81
44884;REFUNDED;5.59;IDEAL;jcb;345
44885;COMPLETED;9.03;IDEAL;laser;191
44886;PAID;5.63;CREDIT_CARD;diners-club-us-ca;103
44887;COMPLETED;9.13;IDEAL;china-unionpay;539
44888;PENDING;5.27;IDEAL;mastercard;830
44889;PENDING;9.71;CREDIT_CARD;diners-club-enroute;604
44890;COMPLETED;3.56;IDEAL;americanexpress;983
44891;REFUNDED;2.52;CREDIT_CARD;bankcard;878
44892;CANCELLED;4.26;IDEAL;diners-club-carte-blanche;398
44893;REFUNDED;4.09;IDEAL;diners-club-enroute;317
44894;PENDING;7.10;IDEAL;jcb;200
44895;CANCELLED;1.76;CREDIT_CARD;maestro;669
44896;CANCELLED;0.17;CREDIT_CARD;jcb;71
44897;PENDING;4.85;IDEAL;maestro;481
44898;PENDING;4.30;IDEAL;jcb;85
44899;CANCELLED;8.88;IDEAL;maestro;771
44900;REFUNDED;7.04;CREDIT_CARD;switch;428
44901;REFUNDED;9.01;IDEAL;jcb;390
44902;COMPLETED;3.17;CREDIT_CARD;jcb;271
44903;CANCELLED;6.06;IDEAL;jcb;381
44904;PAID;9.30;CREDIT_CARD;diners-club-carte-blanche;689
44905;PAID;7.26;IDEAL;bankcard;7
44906;CANCELLED;0.03;CREDIT_CARD;jcb;897
44907;CANCELLED;6.05;CREDIT_CARD;maestro;252
44908;REFUNDED;7.46;IDEAL;jcb;105
44909;PAID;6.14;IDEAL;jcb;681
44910;COMPLETED;3.31;IDEAL;jcb;814
44911;COMPLETED;9.79;CREDIT_CARD;instapayment;692
44912;REFUNDED;4.38;IDEAL;jcb;809
44913;CANCELLED;7.29;IDEAL;diners-club-international;183
44914;PENDING;3.26;IDEAL;jcb;561
44915;COMPLETED;9.61;CREDIT_CARD;instapayment;391
44916;CANCELLED;4.78;IDEAL;mastercard;963
44917;PENDING;7.06;IDEAL;mastercard;527
44918;PAID;9.54;IDEAL;jcb;258
44919;PENDING;2.02;IDEAL;instapayment;206
44920;PENDING;5.53;IDEAL;diners-club-carte-blanche;877
44921;PENDING;6.65;IDEAL;mastercard;187
44922;COMPLETED;3.12;IDEAL;jcb;531
44923;PENDING;1.12;CREDIT_CARD;switch;94
44924;CANCELLED;9.87;IDEAL;switch;309
44925;PAID;5.68;CREDIT_CARD;china-unionpay;63
44926;PAID;3.16;CREDIT_CARD;jcb;820
44927;PENDING;3.92;IDEAL;jcb;959
44928;COMPLETED;9.87;CREDIT_CARD;diners-club-enroute;731
44929;CANCELLED;1.78;CREDIT_CARD;jcb;624
44930;PENDING;8.70;IDEAL;jcb;637
44931;CANCELLED;2.93;CREDIT_CARD;jcb;992
44932;PENDING;9.12;IDEAL;diners-club-carte-blanche;862
44933;REFUNDED;6.86;CREDIT_CARD;mastercard;983
44934;PAID;9.54;CREDIT_CARD;jcb;117
44935;PENDING;5.40;CREDIT_CARD;switch;400
44936;PAID;9.04;IDEAL;americanexpress;632
44937;CANCELLED;3.00;IDEAL;diners-club-enroute;413
44938;PENDING;7.12;CREDIT_CARD;jcb;217
44939;REFUNDED;8.98;IDEAL;mastercard;23
44940;COMPLETED;6.34;IDEAL;americanexpress;741
44941;CANCELLED;1.40;IDEAL;instapayment;494
44942;CANCELLED;9.88;CREDIT_CARD;jcb;682
44943;COMPLETED;5.76;CREDIT_CARD;jcb;64
44944;COMPLETED;3.91;CREDIT_CARD;china-unionpay;326
44945;PENDING;5.67;IDEAL;americanexpress;976
44946;PENDING;8.30;CREDIT_CARD;jcb;83
44947;PENDING;2.21;IDEAL;switch;778
44948;PENDING;6.61;IDEAL;jcb;779
44949;CANCELLED;6.06;IDEAL;diners-club-carte-blanche;754
44950;REFUNDED;4.41;CREDIT_CARD;jcb;545
44951;CANCELLED;4.33;IDEAL;diners-club-enroute;423
44952;PAID;6.91;CREDIT_CARD;visa-electron;25
44953;PAID;3.68;CREDIT_CARD;jcb;741
44954;REFUNDED;5.04;CREDIT_CARD;bankcard;447
44955;COMPLETED;9.16;CREDIT_CARD;jcb;853
44956;COMPLETED;4.96;IDEAL;jcb;751
44957;PAID;4.78;CREDIT_CARD;jcb;943
44958;COMPLETED;9.28;CREDIT_CARD;diners-club-carte-blanche;842
44959;COMPLETED;7.57;IDEAL;diners-club-us-ca;725
44960;REFUNDED;6.18;IDEAL;china-unionpay;981
44961;REFUNDED;2.65;CREDIT_CARD;jcb;459
44962;COMPLETED;8.36;IDEAL;jcb;827
44963;PAID;7.97;CREDIT_CARD;mastercard;10
44964;CANCELLED;3.87;CREDIT_CARD;laser;184
44965;PENDING;2.66;CREDIT_CARD;maestro;792
44966;COMPLETED;0.18;IDEAL;mastercard;527
44967;REFUNDED;1.73;IDEAL;jcb;404
44968;CANCELLED;6.57;IDEAL;jcb;204
44969;COMPLETED;6.24;CREDIT_CARD;diners-club-carte-blanche;144
44970;COMPLETED;1.12;CREDIT_CARD;jcb;462
44971;REFUNDED;1.29;IDEAL;maestro;489
44972;REFUNDED;4.35;IDEAL;visa-electron;517
44973;PENDING;0.63;IDEAL;jcb;26
44974;CANCELLED;1.77;CREDIT_CARD;jcb;134
44975;COMPLETED;1.95;CREDIT_CARD;mastercard;578
44976;PENDING;3.54;CREDIT_CARD;jcb;187
44977;COMPLETED;9.15;IDEAL;diners-club-carte-blanche;905
44978;COMPLETED;1.38;CREDIT_CARD;jcb;214
44979;COMPLETED;3.94;IDEAL;bankcard;474
44980;CANCELLED;3.91;IDEAL;jcb;441
44981;PENDING;0.78;CREDIT_CARD;china-unionpay;108
